line_id,canonical
L063934,ts=2025-04-15T10:37:00Z|dev=FAN-8887|site=SEA2|temp_c=66.9|pres_kpa=298.9|status=OK
L063935,ts=2025-05-21T21:38:27Z|dev=CMP-7568|site=ICE1|temp_c=24.9|pres_kpa=274.6|status=OK
L063936,ts=2025-03-23T12:03:15Z|dev=VLV-8308|site=PER4|temp_c=50.0|pres_kpa=711.5|status=OK
L063937,REJECT
L063938,ts=2025-05-15T05:21:00Z|dev=PMP-8969|site=HAW2|temp_c=30.4|pres_kpa=154.4|status=OK
L063939,ts=2025-05-15T05:07:17Z|dev=CMP-8247|site=ICE1|temp_c=63.0|pres_kpa=530.9|status=OK
L063940,ts=2025-02-22T17:55:45Z|dev=PMP-8206|site=SIN2|temp_c=78.7|pres_kpa=115.2|status=WARN
L063941,ts=2025-02-16T15:52:00Z|dev=PMP-7094|site=BKK1|temp_c=50.0|pres_kpa=263.7|status=OK
L063942,ts=2025-04-12T19:55:00Z|dev=PMP-8372|site=GER1|temp_c=18.1|pres_kpa=114.6|status=OK
L063943,ts=2025-03-15T16:45:23Z|dev=VLV-7145|site=UAE3|temp_c=58.4|pres_kpa=615.6|status=OK
L063944,ts=2025-05-12T19:06:00Z|dev=CMP-8598|site=ATL4|temp_c=90.2|pres_kpa=199.9|status=OK
L063945,ts=2025-05-14T21:51:00Z|dev=FAN-8588|site=SEA2|temp_c=79.4|pres_kpa=106.8|status=OK
L063946,ts=2025-02-25T21:33:00Z|dev=PMP-9226|site=POL2|temp_c=57.1|pres_kpa=227.8|status=OK
L063947,ts=2025-03-15T23:10:32Z|dev=PMP-9282|site=SEA2|temp_c=61.5|pres_kpa=557.1|status=WARN
L063948,ts=2025-05-24T20:36:00Z|dev=VLV-9135|site=FIN1|temp_c=86.0|pres_kpa=237.7|status=OK
L063949,REJECT
L063950,ts=2025-03-07T05:17:00Z|dev=VLV-7872|site=SIN2|temp_c=40.0|pres_kpa=780.6|status=OK
L063951,ts=2025-03-16T04:02:17Z|dev=CMP-7632|site=UK4|temp_c=19.5|pres_kpa=477.3|status=OK
L063952,ts=2025-02-01T17:58:00Z|dev=VLV-9614|site=JPN1|temp_c=93.6|pres_kpa=315.9|status=OK
L063953,ts=2025-04-27T21:37:00Z|dev=PMP-7069|site=NZL1|temp_c=32.1|pres_kpa=95.4|status=WARN
L063954,ts=2025-05-19T17:10:38Z|dev=PMP-8888|site=PAC5|temp_c=94.5|pres_kpa=815.6|status=FAULT
L063955,ts=2025-05-01T17:26:00Z|dev=VLV-9655|site=GER1|temp_c=79.6|pres_kpa=205.5|status=OK
L063956,ts=2025-03-26T10:04:00Z|dev=CMP-8988|site=PHX1|temp_c=12.0|pres_kpa=594.9|status=OK
L063957,ts=2025-02-28T21:50:00Z|dev=FAN-7749|site=PAC8|temp_c=38.7|pres_kpa=382.7|status=OK
L063958,ts=2025-04-23T14:50:40Z|dev=PMP-8706|site=JPN1|temp_c=7.0|pres_kpa=780.8|status=WARN
L063959,ts=2025-05-23T19:35:42Z|dev=VLV-9176|site=UAE3|temp_c=82.8|pres_kpa=865.3|status=OK
L063960,ts=2025-03-16T05:43:00Z|dev=FAN-9154|site=IRL2|temp_c=10.8|pres_kpa=458.9|status=OK
L063961,ts=2025-04-21T08:53:28Z|dev=PMP-7787|site=NE2|temp_c=73.5|pres_kpa=609.4|status=OK
L063962,ts=2025-05-18T16:10:00Z|dev=CMP-8390|site=ICE1|temp_c=70.8|pres_kpa=623.8|status=OK
L063963,ts=2025-03-06T18:37:01Z|dev=VLV-7523|site=FIN1|temp_c=80.9|pres_kpa=427.0|status=OK
L063964,ts=2025-05-04T01:49:00Z|dev=CMP-8129|site=DEN3|temp_c=94.3|pres_kpa=871.7|status=OK
L063965,ts=2025-04-12T13:39:00Z|dev=VLV-9227|site=GER1|temp_c=65.0|pres_kpa=889.8|status=OK
L063966,ts=2025-05-04T04:53:37Z|dev=FAN-9876|site=IND7|temp_c=85.5|pres_kpa=633.5|status=OK
L063967,ts=2025-03-17T07:38:51Z|dev=PMP-7576|site=UAE3|temp_c=27.2|pres_kpa=417.8|status=WARN
L063968,ts=2025-05-05T22:06:23Z|dev=CMP-7231|site=ICE1|temp_c=10.8|pres_kpa=330.8|status=OK
L063969,ts=2025-05-08T04:53:39Z|dev=VLV-7591|site=PAC5|temp_c=-1.8|pres_kpa=662.4|status=OK
L063970,ts=2025-02-19T19:52:39Z|dev=VLV-8735|site=PAC8|temp_c=84.7|pres_kpa=155.3|status=OK
L063971,ts=2025-03-27T07:56:40Z|dev=VLV-8214|site=UK1|temp_c=69.9|pres_kpa=485.7|status=OK
L063972,ts=2025-04-21T12:48:50Z|dev=VLV-7016|site=CHL3|temp_c=34.4|pres_kpa=591.1|status=OK
L063973,ts=2025-03-16T14:41:53Z|dev=VLV-7284|site=ANC1|temp_c=7.1|pres_kpa=88.4|status=OK
L063974,ts=2025-04-21T03:46:00Z|dev=VLV-7488|site=IND2|temp_c=-3.8|pres_kpa=165.7|status=OK
L063975,ts=2025-04-19T09:04:33Z|dev=VLV-9071|site=UAE3|temp_c=-2.7|pres_kpa=778.5|status=OK
L063976,ts=2025-04-25T14:40:09Z|dev=FAN-7356|site=PER4|temp_c=78.5|pres_kpa=855.2|status=OK
L063977,ts=2025-04-14T10:11:03Z|dev=FAN-9090|site=DEN3|temp_c=10.4|pres_kpa=543.7|status=OK
L063978,ts=2025-05-05T16:27:00Z|dev=PMP-9652|site=UK1|temp_c=75.2|pres_kpa=355.9|status=OK
L063979,ts=2025-03-10T21:37:00Z|dev=CMP-9903|site=HAW2|temp_c=64.3|pres_kpa=883.2|status=OK
L063980,ts=2025-02-19T16:16:13Z|dev=PMP-7393|site=NFL1|temp_c=15.3|pres_kpa=98.8|status=OK
L063981,ts=2025-03-01T15:28:00Z|dev=PMP-8958|site=ATL4|temp_c=-0.8|pres_kpa=313.3|status=OK
L063982,ts=2025-04-08T15:33:54Z|dev=PMP-7678|site=BRZ2|temp_c=66.0|pres_kpa=280.0|status=OK
L063983,ts=2025-03-18T15:29:00Z|dev=VLV-7713|site=IRL2|temp_c=68.3|pres_kpa=554.2|status=OK
L063984,ts=2025-05-10T11:00:00Z|dev=VLV-7887|site=PAC8|temp_c=80.3|pres_kpa=845.2|status=OK
L063985,ts=2025-05-13T21:41:13Z|dev=CMP-8595|site=JPN1|temp_c=88.5|pres_kpa=846.4|status=OK
L063986,ts=2025-02-23T19:46:42Z|dev=CMP-8967|site=NFL1|temp_c=13.7|pres_kpa=109.0|status=OK
L063987,ts=2025-04-26T07:31:00Z|dev=VLV-8462|site=SEA2|temp_c=84.3|pres_kpa=895.2|status=WARN
L063988,ts=2025-05-27T11:18:00Z|dev=FAN-8710|site=IRL2|temp_c=23.4|pres_kpa=480.6|status=OK
L063989,ts=2025-04-09T10:37:13Z|dev=CMP-7482|site=JPN1|temp_c=90.2|pres_kpa=759.2|status=OK
L063990,ts=2025-04-11T02:48:39Z|dev=VLV-9395|site=IND2|temp_c=47.5|pres_kpa=321.9|status=OK
L063991,ts=2025-03-20T05:54:09Z|dev=CMP-9133|site=SEA2|temp_c=75.7|pres_kpa=574.3|status=WARN
L063992,ts=2025-04-27T06:21:00Z|dev=CMP-9788|site=NFL1|temp_c=38.0|pres_kpa=468.4|status=OK
L063993,ts=2025-05-10T04:30:00Z|dev=CMP-7876|site=IND7|temp_c=-4.6|pres_kpa=328.9|status=FAULT
L063994,ts=2025-03-10T15:39:08Z|dev=PMP-8945|site=UAE3|temp_c=6.9|pres_kpa=326.4|status=OK
L063995,ts=2025-03-02T15:50:27Z|dev=PMP-8834|site=ICE1|temp_c=70.4|pres_kpa=196.9|status=WARN
L063996,ts=2025-02-26T23:23:00Z|dev=CMP-8431|site=DEN3|temp_c=88.9|pres_kpa=453.5|status=WARN
L063997,ts=2025-04-23T02:42:00Z|dev=CMP-8390|site=SEA2|temp_c=15.7|pres_kpa=154.8|status=OK
L063998,ts=2025-04-01T15:55:37Z|dev=CMP-8446|site=SEA2|temp_c=71.0|pres_kpa=448.2|status=OK
L063999,ts=2025-04-17T03:46:00Z|dev=VLV-8227|site=NE7|temp_c=72.1|pres_kpa=468.8|status=OK
L064000,ts=2025-05-26T01:16:00Z|dev=VLV-8587|site=UAE3|temp_c=29.5|pres_kpa=267.8|status=WARN
L064001,REJECT
L064002,ts=2025-04-08T10:54:00Z|dev=PMP-9479|site=UK4|temp_c=75.5|pres_kpa=300.1|status=OK
L064003,ts=2025-05-17T10:58:21Z|dev=FAN-9440|site=FRA3|temp_c=67.6|pres_kpa=633.1|status=OK
L064004,ts=2025-04-09T17:26:12Z|dev=CMP-7956|site=NZL1|temp_c=40.8|pres_kpa=357.6|status=OK
L064005,ts=2025-03-02T15:34:00Z|dev=CMP-9842|site=IND7|temp_c=-1.6|pres_kpa=720.5|status=OK
L064006,ts=2025-02-08T06:56:44Z|dev=CMP-9227|site=TEX2|temp_c=94.1|pres_kpa=253.8|status=OK
L064007,ts=2025-04-19T16:27:00Z|dev=VLV-7969|site=ATH2|temp_c=53.9|pres_kpa=462.2|status=OK
L064008,ts=2025-02-10T02:32:06Z|dev=CMP-8337|site=NZL1|temp_c=33.0|pres_kpa=123.0|status=OK
L064009,REJECT
L064010,ts=2025-02-08T02:59:00Z|dev=VLV-8554|site=SIN2|temp_c=6.3|pres_kpa=367.3|status=OK
L064011,ts=2025-03-19T01:22:49Z|dev=FAN-7176|site=ARG1|temp_c=59.9|pres_kpa=390.1|status=OK
L064012,ts=2025-03-13T04:04:00Z|dev=VLV-7996|site=BKK1|temp_c=27.5|pres_kpa=135.7|status=OK
L064013,ts=2025-03-29T00:29:00Z|dev=VLV-9186|site=PER4|temp_c=85.9|pres_kpa=596.9|status=OK
L064014,ts=2025-03-31T15:22:38Z|dev=VLV-8417|site=NFL1|temp_c=67.5|pres_kpa=500.7|status=OK
L064015,ts=2025-05-02T05:25:55Z|dev=VLV-8555|site=GER1|temp_c=55.4|pres_kpa=168.1|status=WARN
L064016,ts=2025-02-17T08:07:22Z|dev=FAN-8191|site=PHX1|temp_c=86.4|pres_kpa=695.0|status=OK
L064017,ts=2025-05-17T17:15:06Z|dev=VLV-7322|site=FRA3|temp_c=84.3|pres_kpa=689.0|status=OK
L064018,ts=2025-02-14T01:37:17Z|dev=VLV-9329|site=ANC1|temp_c=-3.0|pres_kpa=171.4|status=OK
L064019,ts=2025-03-20T02:54:00Z|dev=CMP-7644|site=GER1|temp_c=81.8|pres_kpa=557.2|status=WARN
L064020,ts=2025-03-08T08:02:00Z|dev=PMP-8572|site=UK1|temp_c=3.2|pres_kpa=264.0|status=OK
L064021,ts=2025-02-02T21:58:05Z|dev=CMP-7729|site=ICE1|temp_c=4.5|pres_kpa=180.2|status=OK
L064022,ts=2025-03-12T02:43:42Z|dev=VLV-7324|site=DEN3|temp_c=57.9|pres_kpa=303.9|status=FAULT
L064023,ts=2025-05-01T19:44:00Z|dev=CMP-7916|site=SEA2|temp_c=54.7|pres_kpa=791.2|status=OK
L064024,ts=2025-05-28T07:50:09Z|dev=FAN-8711|site=SIN2|temp_c=16.8|pres_kpa=746.2|status=OK
L064025,ts=2025-03-22T11:07:20Z|dev=CMP-7118|site=NE2|temp_c=38.2|pres_kpa=691.3|status=OK
L064026,ts=2025-02-21T19:21:40Z|dev=CMP-9663|site=UAE3|temp_c=72.1|pres_kpa=889.4|status=OK
L064027,ts=2025-03-05T08:08:00Z|dev=PMP-7710|site=ATH2|temp_c=87.2|pres_kpa=856.8|status=WARN
L064028,ts=2025-04-17T10:17:00Z|dev=FAN-8760|site=ATL4|temp_c=42.5|pres_kpa=681.2|status=OK
L064029,ts=2025-05-13T21:13:00Z|dev=VLV-7115|site=PAC8|temp_c=9.7|pres_kpa=147.1|status=OK
L064030,ts=2025-03-05T17:19:38Z|dev=FAN-7383|site=ARG1|temp_c=13.1|pres_kpa=673.0|status=OK
L064031,ts=2025-04-02T19:23:19Z|dev=PMP-8198|site=DEN3|temp_c=43.3|pres_kpa=437.5|status=OK
L064032,ts=2025-04-03T16:14:00Z|dev=PMP-8710|site=MID1|temp_c=43.9|pres_kpa=486.9|status=OK
L064033,ts=2025-02-20T09:24:00Z|dev=PMP-9106|site=NFL1|temp_c=78.7|pres_kpa=858.8|status=WARN
L064034,ts=2025-04-13T19:42:00Z|dev=VLV-7878|site=ATH2|temp_c=48.6|pres_kpa=284.2|status=FAULT
L064035,ts=2025-03-18T12:45:03Z|dev=FAN-7075|site=PER4|temp_c=71.6|pres_kpa=268.9|status=OK
L064036,ts=2025-04-17T20:40:26Z|dev=PMP-8095|site=TEX2|temp_c=44.2|pres_kpa=463.2|status=OK
L064037,REJECT
L064038,ts=2025-03-28T16:02:00Z|dev=CMP-8473|site=POL2|temp_c=12.4|pres_kpa=508.8|status=OK
L064039,ts=2025-05-03T15:41:00Z|dev=VLV-9707|site=SEA2|temp_c=68.1|pres_kpa=656.7|status=WARN
L064040,ts=2025-03-28T22:28:38Z|dev=FAN-7311|site=PER4|temp_c=15.0|pres_kpa=147.7|status=WARN
L064041,ts=2025-02-07T22:32:19Z|dev=PMP-7680|site=TEX2|temp_c=67.4|pres_kpa=809.3|status=OK
L064042,ts=2025-03-07T22:54:59Z|dev=VLV-9155|site=FIN1|temp_c=58.0|pres_kpa=532.1|status=OK
L064043,ts=2025-05-13T14:22:57Z|dev=CMP-9695|site=UK4|temp_c=25.3|pres_kpa=655.4|status=OK
L064044,ts=2025-02-05T17:58:00Z|dev=CMP-8168|site=ATH2|temp_c=41.0|pres_kpa=861.2|status=OK
L064045,ts=2025-04-07T06:15:36Z|dev=FAN-8066|site=IND7|temp_c=36.8|pres_kpa=607.3|status=OK
L064046,ts=2025-04-24T09:19:06Z|dev=VLV-9252|site=HAW2|temp_c=-1.9|pres_kpa=345.1|status=OK
L064047,ts=2025-02-03T16:48:00Z|dev=VLV-7674|site=UK4|temp_c=45.0|pres_kpa=529.2|status=OK
L064048,ts=2025-04-06T09:04:16Z|dev=VLV-9983|site=GER1|temp_c=-1.8|pres_kpa=453.3|status=FAULT
L064049,ts=2025-03-17T01:37:00Z|dev=PMP-8674|site=NFL1|temp_c=20.7|pres_kpa=198.5|status=OK
L064050,ts=2025-04-23T20:26:21Z|dev=PMP-8619|site=SYD3|temp_c=49.5|pres_kpa=171.6|status=OK
L064051,ts=2025-02-19T17:36:15Z|dev=CMP-9912|site=NE2|temp_c=65.7|pres_kpa=474.6|status=OK
L064052,ts=2025-05-15T18:19:00Z|dev=VLV-7940|site=FIN1|temp_c=15.1|pres_kpa=549.6|status=OK
L064053,ts=2025-05-02T15:53:15Z|dev=CMP-9104|site=UK4|temp_c=66.5|pres_kpa=726.2|status=OK
L064054,ts=2025-02-26T11:29:00Z|dev=PMP-7453|site=GER1|temp_c=16.5|pres_kpa=740.5|status=OK
L064055,ts=2025-04-17T11:38:00Z|dev=PMP-7044|site=DEN3|temp_c=87.8|pres_kpa=247.9|status=OK
L064056,ts=2025-05-11T00:17:00Z|dev=CMP-8080|site=FRA3|temp_c=68.5|pres_kpa=107.3|status=OK
L064057,ts=2025-03-22T06:01:12Z|dev=VLV-9736|site=SIN2|temp_c=4.6|pres_kpa=259.7|status=OK
L064058,ts=2025-03-26T19:42:00Z|dev=FAN-9000|site=SIN2|temp_c=50.1|pres_kpa=378.1|status=FAULT
L064059,ts=2025-02-08T12:10:23Z|dev=CMP-7909|site=SYD3|temp_c=47.5|pres_kpa=304.4|status=WARN
L064060,ts=2025-03-25T05:58:00Z|dev=VLV-7359|site=TEX2|temp_c=39.7|pres_kpa=829.5|status=WARN
L064061,ts=2025-03-08T01:14:00Z|dev=PMP-7559|site=FRA3|temp_c=90.7|pres_kpa=573.4|status=OK
L064062,ts=2025-04-15T04:29:00Z|dev=FAN-9748|site=POL2|temp_c=80.2|pres_kpa=780.9|status=OK
L064063,ts=2025-05-11T07:46:15Z|dev=VLV-9259|site=MID1|temp_c=20.1|pres_kpa=744.7|status=OK
L064064,ts=2025-05-22T19:27:53Z|dev=PMP-9151|site=MID1|temp_c=37.1|pres_kpa=474.7|status=WARN
L064065,ts=2025-02-19T12:15:44Z|dev=PMP-8763|site=UAE3|temp_c=91.5|pres_kpa=211.9|status=FAULT
L064066,ts=2025-02-20T20:11:21Z|dev=FAN-9252|site=IND2|temp_c=58.2|pres_kpa=486.0|status=WARN
L064067,ts=2025-04-20T03:47:00Z|dev=VLV-9079|site=FIN1|temp_c=51.0|pres_kpa=144.6|status=OK
L064068,ts=2025-03-01T17:35:34Z|dev=FAN-7301|site=ARG1|temp_c=58.8|pres_kpa=825.7|status=OK
L064069,ts=2025-04-17T14:45:00Z|dev=VLV-8197|site=ARG1|temp_c=27.7|pres_kpa=893.5|status=OK
L064070,ts=2025-04-18T01:25:17Z|dev=PMP-8208|site=PER4|temp_c=33.3|pres_kpa=583.6|status=OK
L064071,ts=2025-04-13T05:59:00Z|dev=FAN-9092|site=ATH2|temp_c=82.0|pres_kpa=628.9|status=OK
L064072,ts=2025-02-12T06:56:00Z|dev=FAN-9029|site=ATH2|temp_c=15.5|pres_kpa=397.0|status=OK
L064073,ts=2025-02-16T14:29:00Z|dev=CMP-7677|site=ANC1|temp_c=89.6|pres_kpa=210.0|status=FAULT
L064074,ts=2025-05-13T23:08:44Z|dev=CMP-8584|site=DEN3|temp_c=37.6|pres_kpa=122.0|status=OK
L064075,ts=2025-03-15T02:24:33Z|dev=FAN-7947|site=SIN2|temp_c=-3.0|pres_kpa=371.7|status=OK
L064076,ts=2025-03-27T03:50:00Z|dev=VLV-8112|site=MID1|temp_c=80.9|pres_kpa=678.4|status=OK
L064077,ts=2025-03-09T20:24:16Z|dev=CMP-8369|site=GER1|temp_c=14.1|pres_kpa=323.8|status=OK
L064078,ts=2025-05-14T05:18:00Z|dev=FAN-7430|site=ARG1|temp_c=44.3|pres_kpa=539.1|status=WARN
L064079,ts=2025-05-13T17:22:30Z|dev=FAN-8554|site=BRZ2|temp_c=12.3|pres_kpa=560.9|status=OK
L064080,ts=2025-04-25T14:49:36Z|dev=VLV-7387|site=SYD3|temp_c=40.4|pres_kpa=364.8|status=OK
L064081,ts=2025-04-02T12:16:46Z|dev=FAN-8092|site=PER4|temp_c=65.7|pres_kpa=95.6|status=OK
L064082,ts=2025-05-09T03:06:00Z|dev=PMP-7918|site=PER4|temp_c=92.1|pres_kpa=309.1|status=FAULT
L064083,ts=2025-05-21T05:05:09Z|dev=FAN-7532|site=NE7|temp_c=92.6|pres_kpa=610.1|status=WARN
L064084,ts=2025-03-24T08:25:18Z|dev=PMP-8096|site=CAI1|temp_c=29.0|pres_kpa=243.5|status=OK
L064085,ts=2025-02-16T16:25:00Z|dev=PMP-7313|site=SEA2|temp_c=4.7|pres_kpa=99.3|status=OK
L064086,ts=2025-02-13T19:49:00Z|dev=FAN-7575|site=ATH2|temp_c=49.4|pres_kpa=692.5|status=OK
L064087,ts=2025-04-11T20:04:06Z|dev=PMP-7322|site=MID9|temp_c=71.6|pres_kpa=282.5|status=OK
L064088,ts=2025-03-26T00:55:22Z|dev=PMP-8102|site=NE7|temp_c=59.8|pres_kpa=148.3|status=OK
L064089,ts=2025-05-19T18:33:00Z|dev=FAN-9371|site=UAE3|temp_c=80.5|pres_kpa=124.1|status=OK
L064090,REJECT
L064091,ts=2025-05-25T18:32:00Z|dev=VLV-7716|site=IND2|temp_c=91.2|pres_kpa=454.4|status=OK
L064092,ts=2025-02-28T23:54:00Z|dev=VLV-7709|site=CHL3|temp_c=84.0|pres_kpa=832.0|status=OK
L064093,ts=2025-03-29T08:14:00Z|dev=FAN-9802|site=NE2|temp_c=26.6|pres_kpa=748.8|status=OK
L064094,ts=2025-03-15T20:00:21Z|dev=PMP-8768|site=NE2|temp_c=86.1|pres_kpa=787.9|status=OK
L064095,ts=2025-03-20T17:18:00Z|dev=CMP-7216|site=SEA2|temp_c=92.2|pres_kpa=779.3|status=OK
L064096,ts=2025-05-27T13:43:51Z|dev=FAN-7827|site=FIN1|temp_c=61.3|pres_kpa=522.3|status=WARN
L064097,ts=2025-03-02T03:12:44Z|dev=PMP-8808|site=IRL2|temp_c=9.2|pres_kpa=338.2|status=WARN
L064098,REJECT
L064099,ts=2025-03-18T00:05:56Z|dev=PMP-9613|site=IND7|temp_c=15.0|pres_kpa=836.3|status=OK
L064100,ts=2025-02-13T15:41:00Z|dev=PMP-8297|site=PAC8|temp_c=49.5|pres_kpa=579.8|status=FAULT
L064101,ts=2025-04-03T15:09:11Z|dev=PMP-7421|site=SEA2|temp_c=6.2|pres_kpa=124.0|status=WARN
L064102,ts=2025-02-16T14:29:00Z|dev=CMP-8778|site=UK1|temp_c=28.1|pres_kpa=769.4|status=OK
L064103,ts=2025-02-12T15:17:00Z|dev=VLV-8996|site=FRA3|temp_c=53.9|pres_kpa=703.7|status=OK
L064104,ts=2025-03-14T03:19:00Z|dev=CMP-9760|site=IND2|temp_c=52.5|pres_kpa=327.8|status=WARN
L064105,ts=2025-03-18T00:26:00Z|dev=CMP-7210|site=ATH2|temp_c=54.8|pres_kpa=642.5|status=OK
L064106,ts=2025-03-17T15:57:00Z|dev=VLV-9985|site=NE7|temp_c=84.0|pres_kpa=738.0|status=WARN
L064107,ts=2025-03-04T15:27:00Z|dev=CMP-8221|site=MID9|temp_c=15.3|pres_kpa=615.0|status=OK
L064108,ts=2025-02-19T00:23:29Z|dev=CMP-9325|site=NE7|temp_c=79.4|pres_kpa=394.7|status=OK
L064109,ts=2025-02-03T19:57:00Z|dev=FAN-9666|site=CHL3|temp_c=6.6|pres_kpa=403.5|status=OK
L064110,ts=2025-05-06T07:48:00Z|dev=FAN-9689|site=IND2|temp_c=3.2|pres_kpa=781.2|status=WARN
L064111,ts=2025-02-01T13:55:04Z|dev=FAN-8170|site=MID9|temp_c=-2.9|pres_kpa=568.4|status=WARN
L064112,ts=2025-04-17T04:57:08Z|dev=CMP-9339|site=CAI1|temp_c=48.3|pres_kpa=192.4|status=OK
L064113,ts=2025-02-15T07:02:00Z|dev=CMP-7332|site=HAW2|temp_c=84.5|pres_kpa=795.3|status=WARN
L064114,ts=2025-02-23T06:38:00Z|dev=CMP-9147|site=POL2|temp_c=43.9|pres_kpa=337.9|status=OK
L064115,ts=2025-03-14T02:35:00Z|dev=FAN-9831|site=DEN3|temp_c=73.5|pres_kpa=486.2|status=FAULT
L064116,ts=2025-05-21T04:27:00Z|dev=VLV-8577|site=NZL1|temp_c=14.3|pres_kpa=600.9|status=WARN
L064117,ts=2025-05-18T09:32:00Z|dev=PMP-8736|site=ATH2|temp_c=49.1|pres_kpa=838.5|status=OK
L064118,ts=2025-03-26T08:33:34Z|dev=CMP-8264|site=FIN1|temp_c=13.5|pres_kpa=650.0|status=OK
L064119,ts=2025-05-11T11:25:00Z|dev=CMP-9727|site=TEX2|temp_c=86.0|pres_kpa=119.8|status=OK
L064120,ts=2025-04-20T04:06:52Z|dev=PMP-9114|site=SIN2|temp_c=81.3|pres_kpa=730.1|status=OK
L064121,ts=2025-03-01T23:36:00Z|dev=VLV-7167|site=PER4|temp_c=39.6|pres_kpa=451.5|status=OK
L064122,ts=2025-04-01T04:53:18Z|dev=FAN-8319|site=ATL4|temp_c=23.4|pres_kpa=239.2|status=OK
L064123,ts=2025-02-28T04:43:00Z|dev=CMP-8060|site=TEX2|temp_c=91.5|pres_kpa=304.3|status=OK
L064124,ts=2025-05-08T08:33:53Z|dev=VLV-7836|site=SIN2|temp_c=50.8|pres_kpa=709.2|status=OK
L064125,ts=2025-02-24T18:29:45Z|dev=PMP-9199|site=FRA3|temp_c=26.8|pres_kpa=402.5|status=OK
L064126,ts=2025-05-03T14:40:44Z|dev=PMP-8730|site=TEX2|temp_c=42.3|pres_kpa=558.5|status=OK
L064127,REJECT
L064128,ts=2025-04-29T23:57:00Z|dev=FAN-9623|site=PAC5|temp_c=26.2|pres_kpa=469.7|status=WARN
L064129,ts=2025-05-27T21:03:31Z|dev=VLV-7481|site=NE7|temp_c=38.1|pres_kpa=282.4|status=WARN
L064130,ts=2025-03-11T05:09:01Z|dev=CMP-9849|site=GER1|temp_c=56.5|pres_kpa=452.2|status=OK
L064131,ts=2025-04-15T15:02:44Z|dev=VLV-8853|site=UK4|temp_c=25.3|pres_kpa=412.6|status=OK
L064132,ts=2025-05-16T03:41:00Z|dev=FAN-9515|site=POL2|temp_c=54.9|pres_kpa=239.1|status=OK
L064133,ts=2025-02-12T01:39:58Z|dev=FAN-7071|site=NE2|temp_c=86.2|pres_kpa=316.8|status=OK
L064134,ts=2025-05-23T17:43:00Z|dev=PMP-7727|site=CAI1|temp_c=68.5|pres_kpa=647.9|status=FAULT
L064135,ts=2025-02-03T11:46:35Z|dev=CMP-7332|site=CAI1|temp_c=90.2|pres_kpa=564.6|status=OK
L064136,REJECT
L064137,ts=2025-02-25T23:18:00Z|dev=FAN-8884|site=CHL3|temp_c=57.9|pres_kpa=260.6|status=OK
L064138,ts=2025-04-14T20:55:46Z|dev=FAN-8153|site=NFL1|temp_c=85.6|pres_kpa=159.6|status=FAULT
L064139,ts=2025-02-17T05:47:38Z|dev=CMP-8841|site=UK4|temp_c=87.4|pres_kpa=788.3|status=OK
L064140,ts=2025-03-13T02:11:00Z|dev=FAN-9667|site=ICE1|temp_c=6.0|pres_kpa=880.9|status=FAULT
L064141,ts=2025-05-31T22:26:00Z|dev=VLV-8427|site=BKK1|temp_c=8.9|pres_kpa=733.2|status=OK
L064142,ts=2025-04-28T06:14:01Z|dev=CMP-9445|site=HAW2|temp_c=88.9|pres_kpa=374.1|status=OK
L064143,ts=2025-02-22T17:49:08Z|dev=FAN-8935|site=DEN3|temp_c=82.9|pres_kpa=725.9|status=OK
L064144,ts=2025-03-10T19:03:07Z|dev=FAN-8238|site=NFL1|temp_c=32.1|pres_kpa=795.6|status=FAULT
L064145,ts=2025-04-28T06:40:49Z|dev=PMP-7747|site=ANC1|temp_c=9.5|pres_kpa=177.5|status=OK
L064146,ts=2025-05-28T21:31:09Z|dev=PMP-8485|site=PAC5|temp_c=48.7|pres_kpa=443.4|status=OK
L064147,ts=2025-03-28T10:05:00Z|dev=PMP-8950|site=SIN2|temp_c=76.8|pres_kpa=118.4|status=OK
L064148,ts=2025-03-28T15:51:00Z|dev=PMP-9716|site=ARG1|temp_c=32.6|pres_kpa=330.0|status=OK
L064149,ts=2025-03-09T00:20:51Z|dev=PMP-8660|site=TEX2|temp_c=20.3|pres_kpa=497.5|status=OK
L064150,ts=2025-04-14T22:53:11Z|dev=PMP-7680|site=SYD3|temp_c=75.0|pres_kpa=683.5|status=OK
L064151,ts=2025-05-15T00:23:58Z|dev=CMP-9595|site=UK4|temp_c=9.0|pres_kpa=170.7|status=OK
L064152,REJECT
L064153,ts=2025-03-24T21:36:21Z|dev=FAN-7902|site=ARG1|temp_c=77.5|pres_kpa=207.4|status=OK
L064154,ts=2025-04-30T17:37:00Z|dev=CMP-7972|site=SEA2|temp_c=40.9|pres_kpa=339.9|status=OK
L064155,ts=2025-05-02T01:09:43Z|dev=FAN-7806|site=IND2|temp_c=54.9|pres_kpa=410.5|status=OK
L064156,ts=2025-03-21T12:30:00Z|dev=FAN-8121|site=MID1|temp_c=88.0|pres_kpa=418.9|status=OK
L064157,ts=2025-04-29T08:03:00Z|dev=VLV-9185|site=SYD3|temp_c=54.1|pres_kpa=559.4|status=OK
L064158,ts=2025-05-20T00:25:49Z|dev=CMP-7346|site=PHX1|temp_c=37.2|pres_kpa=410.6|status=FAULT
L064159,ts=2025-05-11T12:33:00Z|dev=PMP-7768|site=TEX2|temp_c=-4.7|pres_kpa=260.1|status=WARN
L064160,ts=2025-02-28T18:53:34Z|dev=VLV-9712|site=IND7|temp_c=86.6|pres_kpa=506.8|status=OK
