row_id,phonemes,src_phonemes
test_001087,ɹɛd͡ʒɪstɚ,ɹɛd͡ʒɪstə
test_001088,bɹiðɪŋ,bɹiðɪŋ
test_001089,ənhoʊlsəm,ənhəʊlsəm
test_001090,mɛlənɪn,melənən
test_001091,tɔt͡ʃəd,tɔɹt͡ʃɚd
test_001092,le,leɪə
test_001093,haɪəsaɪəmin,hʌɪəʊsʌɪəmin
test_001094,ɡʌvənmənts,ɡʌvɚnmənts
test_001095,wʌndɚ,wɐndə
test_001096,ɛmbəɡjʉəs,æmbɪɡjuəs
test_001097,pɔlɪɡlɔt,pɒlɪɡlɒt
test_001098,ɪnspɛktə,ɪnspɛktɚ
test_001099,kloʊnəl,kləʊnəl
test_001100,ɡaʉld,ɡəʊld
test_001101,ɡɹænəɹi,ɡɹanəɹi
test_001102,blɑɡ,blɒɡ
test_001103,kəɹɛktɪv,kəɹektɪv
test_001104,fɪəsəm,fiəsəm
test_001105,jufɔɹiə,jufoɹiə
test_001106,ɡʌvəmənt,ɡɐvɘnmɘnt
test_001107,stɛɹd,stɛəd
test_001108,stɹɑedənt,stɹaɪdənt
test_001109,sɐðɘli,sʌðəli
test_001110,sɐʉl,səʊl
test_001111,ɹɪspɔnsəbɪləti,ɹɪspɒnsəbɪlɪti
test_001112,ɡɹaʊndbɹeɪkɪŋ,ɡɹæʊndbɹæɪkəŋ
test_001113,tidiəs,tidɪəs
test_001114,pjʊəɹəst,pjʊɹəst
test_001115,søkəs,sɜkəs
test_001116,t͡ʃɛstnʌt,t͡ʃɛstnʌt
test_001117,mɑɹt͡ʃɪz,mɑtʃɪz
test_001118,mɒnətɐʉn,mɒnətəʊn
test_001119,skeɪlɚ,skeɪlə
test_001120,kəmpæɹɪsən,kəmpæɹɪsən
test_001121,sɛkjələɹ,sɛkjʊlə
test_001122,hɑməʊniəs,hɑɹmoʊniəs
test_001123,otɔnəməs,ɔtɒnəməs
test_001124,nænoʊmitər,nænəʊmitə
test_001125,fɝvɪd,fɜvɪd
test_001126,tændʊəɹi,tændʊɹi
test_001127,weɪstlænd,wæestlɛnd
test_001128,mənɒpsəni,mənɑpsəni
test_001129,flɑɪ̯t,flaɪ̯t
test_001130,meɪdsɝvənt,meɪdsɜvənt
test_001131,wɒʃt,wɑʃt
test_001132,tɛləkəmjutɪŋ,tɛləkəmjutɪŋ
test_001133,vɪʒuəlaɪz,vɪʒʊəlaɪz
test_001134,ɪmbɪtə,əmbɪtəɹ
test_001135,noʊsɑləd͡ʒi,nɒsɒləd͡ʒi
test_001136,mɑnətoʊn,mɒnətɐʉn
test_001137,fɛd,fed
test_001138,əkɜ,əkø
test_001139,mæɡnælɪti,mæɡnælɪti
test_001140,nɛnjʊfɑ,nɛnjəfɑɹ
test_001141,fɑli,fɒli
test_001142,lɒl,lɑl
test_001143,pɹikəndəʃən,pɹikəndɪʃən
test_001144,pɹɔdɐktɪvəti,pɹɒdʌktɪvəti
test_001145,skʌldʌɡəɹi,skʌldʌɡəɹi
test_001146,pælə,pælɚ
test_001147,sæɡ,sæɡ
test_001148,ɡæðəd,ɡæðɚd
test_001149,daɪkɒtəmi,dɑekɔtəmi
test_001150,peɪtɹiət,pæɪtɹiət
test_001151,pɹæns,pɹɑns
test_001152,aɪtəmz,ɑetəmz
test_001153,ɹæk,ɹɛk
test_001154,ɛnsɔsəl,ɛnsɔɹsəl
test_001155,bɪheɪvjəɹəl,bɪhæɪvjəɹəl
test_001156,kɹənɒləd͡ʒi,kɹənɑləd͡ʒi
test_001157,əbskjʊəɹɪti,əbskjʊɹɪti
test_001158,plɪɹəʊmə,pləɹoʊmə
test_001159,dʌɪdʒɪnɛtɪk,daɪd͡ʒənɛtɪk
test_001160,ɹepɹɪzent,ɹɛpɹɪzɛnt
test_001161,tɹænsfɝəns,tɹɛnsfəɹəns
test_001162,nɑmɪneɪt,nɔmɪnæɪt
test_001163,fʉl,ful
test_001164,tɹænsfəɹəns,tɹænsfɝəns
test_001165,kɹənɑləd͡ʒi,kɹənɒləd͡ʒi
test_001166,wæɪd͡ʒəɹ,weɪd͡ʒəɹ
test_001167,sɑdin,sɑɹdin
test_001168,kɒɹəneɪʃn̩,kɔɹəneɪʃən
test_001169,hʊkɚ,hʊkə
test_001170,sækɹɪfaɪsɪz,sækɹɪfaɪsɪz
test_001171,mɪdivəl,mɛdiivəl
test_001172,əbd͡ʒɛktɪv,əbd͡ʒektɪv
test_001173,tɹɛnsfəɹəns,tɹænsfɝəns
test_001174,kəmpjutə,kəmpjutɚ
test_001175,fɹəʊz,fɹoʊz
test_001176,njʉɐns,njuɑns
test_001177,əsɛndənt,əsɛndənt
test_001178,ɪmpɛɹətɪv,ɪmpeɹətɪv
test_001179,tufəʊld,tʉfɐʉld
test_001180,kon,kɔn
test_001181,dɪfaɪl,dəfaɪl
test_001182,klʌb,klɐb
test_001183,səfaɪs,səfaɪs
test_001184,tɜbət,tɝbət
test_001185,pɛɹoʊniəl,pɛɹəniəl
test_001186,bɛɹli,bɛəli
test_001187,kɑntəmpleɪtɪd,kɒntəmpleɪtɪd
test_001188,pɑtɪʃən,pɑɹtɪʃən
test_001189,dəʊmeɪ̯n,doʊ̯meɪ̯n
test_001190,æmbɪʃən,ɛmbəʃən
test_001191,ɔdeɪnd,ɔɹdeɪnd
test_001192,ɔɪntmənt,ɔɪntmənt
test_001193,fɹækt͡ʃʰə,fɹækt͡ʃɚ
test_001194,læm,lɛm
test_001195,flæʃlɑet,flɛʃlɑet
test_001196,fed,fɛd
test_001197,bɪheɪvjəɹəl,bɪheɪvjəɹəl
test_001198,væɪkənsi,veɪkənsi
test_001199,θɹisəm,θɹisəm
test_001200,woɹp,wɔp
test_001201,lɪniæɹəti,lɪniæɹəti
test_001202,bɪnaɪt,bɪnaɪt
test_001203,ɒptɪkəl,ɑptɪkəl
test_001204,melənɪn,mɛlənɪn
test_001205,vɝnəl,vɜnəl
test_001206,tætl̩,tætəl
test_001207,pɹɑbəbɪlɪstɪk,pɹɒbəbələstək
test_001208,ɹətɪkjəleɪt,ɹətɪkjʊleɪt
test_001209,ɒlɪɡɒpəli,ɑləɡɑpəli
test_001210,səfaɪs,səfɑes
test_001211,t͡ʃænst,t͡ʃɑnst
test_001212,wɑʃɪz,wɒʃɪz
test_001213,mizli,mizli
test_001214,pɑlɪɡlɑt,pɒlɪɡlɒt
test_001215,stɹaɪdənt,stɹaɪdənt
test_001216,jɑɹtsaɪt,jɑtsaɪt
test_001217,ɡlɐʉbəlaɪzæɪʃən,ɡləʊbəlaɪzeɪʃən
test_001218,pjʊɹ,pjʊə
test_001219,sɛpəɹeɪt,sɛpəɹæɪt
test_001220,ɡæɹɪsən,ɡæɹɪsən
test_001221,nɒkt,nɑkt
test_001222,kɒnstɪtjut,kɔnstɪtjʉt
test_001223,ɪmbɑm,ɪmbɑm
test_001224,jutɪlɪtɛəɹiən,jutɪlətɛɹiən
test_001225,sləʊpɪŋ,sloʊpɪŋ
test_001226,məhaʊt,məhaʊt
test_001227,kwɜk,kwɝk
test_001228,mɒnətɒnək,mɒnətɒnɪk
test_001229,fɔmətɪv,fomətɪv
test_001230,nɑstæld͡ʒə,nəstæɫd͡ʒə
test_001231,əses,əsɛs
test_001232,stɹætəsfɪɚ,stɹætəsfɪə
test_001233,kləʊnəl,kloʊnəl
test_001234,bɪhæɪvjəɹəl,bɪheɪvjəɹəl
test_001235,səfɑes,səfaɪs
test_001236,dəspɹəpoʃənətli,dɪspɹəpɔʃənətli
test_001237,ɡoʊlkipɚ,ɡəʊlkipə
test_001238,lɐd,lɑɹd
test_001239,sɝkəmstæns,sɜkəmstəns
test_001240,ɹɪdjusɪz,ɹədjʉsəz
test_001241,bɹɔdkɑstə,bɹɔdkæstɚ
test_001242,flʌstɹeɪtɪd,fləstɹeɪtɪd
test_001243,səlut,səljut
test_001244,næɹeɪt,nəɹæɪt
test_001245,fəlɪsəti,fɪlɪsɪti
test_001246,æmfɪbiəs,ɛmfəbiəs
test_001247,lɛɡmæn,lɛɡmæn
test_001248,munkeɪk,munkeɪk
test_001249,kɒmpæʊnd,kɑmpaʊnd
test_001250,skɔn,skɔɹn
test_001251,ɹɪdjusɪŋ,ɹɪdjʉsɪŋ
test_001252,θɪərɪak,θɪriæk
test_001253,faɪ̯nd,fɑ̟ɪ̯nd
test_001254,ful,fʉl
test_001255,skaɪskɹeɪpəɹ,skaɪskɹeɪpɚ
test_001256,kənfjuz,kənfjʉz
test_001257,dəskɹepənsi,dɪskɹɛpənsi
test_001258,æɹəʉ,æɹəʊ
test_001259,mɒbstə,mɑbstɚ
test_001260,bəʊtaɪ,boʊtaɪ
test_001261,hɛtəɹəʊdɒnt,hɛtəɹədɑnt
test_001262,ɜɹd,ød
test_001263,nəɡoʊʃieɪt,nəɡəʊʃieɪt
test_001264,bɪɚ,bɪə̯
test_001265,dɪskɹɪməneɪt,dɪskɹɪmɪneɪt
test_001266,ɪnfɹəstɹʌkt͡ʃə,ɪnfɹəstɹʌkt͡ʃɚ
test_001267,ɹʉt,ɹut
test_001268,əlɑenmənt,əlaɪnmənt
test_001269,lekt͡ʃə,lɛkt͡ʃə
test_001270,ɪntɛnʃn̩əl,ɪntenʃənəl
test_001271,dɛəz,deəz
test_001272,sɑlstɪs,sɒlstɪs
test_001273,pəsent,pɚsɛnt
test_001274,ɹɛktɪfaɪɚ,ɹɛktɪfaɪə
test_001275,tɛləkəmjutɪŋ,teləkəmjʉtəŋ
test_001276,pɑʃ,pɒʃ
test_001277,kʉli,kuli
test_001278,bɪtəɹli,bɪtəli
test_001279,ɛɡzɝpt,eɡzɜpt
test_001280,nɛtɪzən,netəzən
test_001281,ɹoʊl,ɹɐʉl
test_001282,ɛəweɪ,ewæɪ
test_001283,pɑɹlɚ,pɑlə
test_001284,roʊmænts,rəʊmants
test_001285,pe,peə
test_001286,ɪntenʃənəl,ɪntɛntʃənəl
test_001287,pɑɹkʊɹ,pɑkʊə
test_001288,ɔɹbɪfoʊld,ɔbɪfəʊld
test_001289,pɹaɪmɛɹəli,pɹaɪməɹəli
test_001290,ʌnlɛvənd,ʌnlɛvn̩d
test_001291,hɐm,hɑm
test_001292,twɜl,twøl
test_001293,læŋɡwɪd,læŋɡwəd
test_001294,ɪəɹɪŋ,ɪəɹɪŋ
test_001295,dɪɹɪst,dɪəɹɪst
test_001296,pɹɛsiənt,pɹɛʃiənt
test_001297,vʌlnəɹəbɪlɪti,vʌlnəɹəbɪləti
test_001298,kləʉk,klɐʉk
test_001299,ɹɪspɑnsəbɪləti,ɹɪspɒnsəbɪlɪti
test_001300,skeɪlə,skeɪlɚ
test_001301,pɝlju,pɜlju
test_001302,odiəʉ,odiɐʉ
test_001303,vɪskɒsɪti,vɪskɑsɪti
test_001304,t͡ʃʌf,t͡ʃɐf
test_001305,pɹɒpəɡeɪʃən,pɹɑpəɡeɪʃən
test_001306,hɑdwɛə,hɑɹdwɛɹ
test_001307,kəɹɛktli,kəɹektli
test_001308,ɹeɪvən,ɹeɪvn̩
test_001309,bɛɹli,beəli
test_001310,bɜdz,bɜɹdz
test_001311,fʌlmɪneɪt,fʌlmɪneɪt
test_001312,sjud,sud
test_001313,kənfjuz,kənfjʉz
test_001314,kwɔɹts,kwɔts
test_001315,əkwæɪʒən,ɪkwæɪʒən
test_001316,juhiməɹaɪz,juhiməɹaɪz
test_001317,ɔɡənaɪzeɪʃən,oɹɡənɪzeɪʃən
test_001318,dɛɹz,dez
test_001319,pəɹuk,pəɹuk
test_001320,sɐðəli,sʌðəli
test_001321,fɚɡɑt,fəɡɒt
test_001322,hɑɹtɪli,hɑtɪli
test_001323,əlud,əljud
test_001324,bəhæɪvjəɹəl,bɪheɪvjəɹəl
test_001325,fɹɛskoʊ,fɹɛskəʊ
test_001326,kɑləmnɪst,kɒləmɪst
test_001327,steə,stɛə
test_001328,hɑɹmɑnɪk,hɑmɒnɪk
test_001329,kənfjʉz,kənfjuz
test_001330,pɹoʊkɹæstɪneɪʃən,pɹəʊkɹæstɪneɪʃən
test_001331,fɛəɹiz,feɹiz
test_001332,splɛndɚ,splɛndə
test_001333,koʊv,kəʊv
test_001334,ɔɹfən,ɔfən
test_001335,pɹikəndɪʃən,pɹikəndɪʃən
test_001336,antəʉld,ʌntoʊld
test_001337,pɑɹtəkəl,pɑtɪkl̩
test_001338,sənθəsəs,sɪnθəsɪs
test_001339,bɪhæɪvjəɹəl,bəhæɪvjəɹəl
test_001340,tɜbjələnt,tøbjələnt
test_001341,sɪbəɹɪtɪk,sɪbəɹɪtɪk
test_001342,hɑɹpɪŋ,hɑpɪŋ
test_001343,pæpɑdɛleɪ,pæpɑɹdɛleɪ
test_001344,pɑkʊə,pɑɹkʊɹ
test_001345,mɛdoʊ̯,mɛdəʊ̯
test_001346,ɔltɜnətɪv,ɒltønətəv
test_001347,ɛlɪmənt,eləmənt
test_001348,stɒpt,stɒpt
test_001349,wɛðɚ,weðə
test_001350,ɡɛɡ,ɡæɡ
test_001351,ɹɪspektɪv,ɹɪspɛktɪv
test_001352,ənsaɪ̯t,ɪnsɑe̯t
test_001353,əpɒn,əpɒn
test_001354,hɔvə,hɒvə
test_001355,kænɪbəlɑez,kænɪbəlaɪz
test_001356,maɪtəkɑndɹiən,maɪtəkɒndɹiən
test_001357,kaɪɹəpɹæktɚ,kaɪɹəpɹæktəɹ
test_001358,sædɚ,sædə
test_001359,ləzænjə,ləzɑnjə
test_001360,kɑvə,kævɚ
test_001361,nɒsɒləd͡ʒi,noʊsɑləd͡ʒi
test_001362,kæləbəɹ,kæləbɚ
test_001363,fluɒksətin,fluaksətin
test_001364,hɛzəteɪt,hɛzɪteɪt
test_001365,lænjəd,ɫænjəd
test_001366,snoʊz,snəʊz
test_001367,ənsaɪ̯t,ɪnsaɪ̯t
test_001368,kɑɪɹəpɹæktəɹ,kaɪɹəpɹæktəɹ
test_001369,pɹəʊkæɹiəʊt,pɹoʊkæɹioʊt
test_001370,ɛlɪmənts,eləmənts
test_001371,bʌtɪnski,bʌtɪnski
test_001372,filiəl,fɪliəl
test_001373,fɛstəvəl,fɛstɪvəl
test_001374,munkeɪk,munkeɪk
test_001375,klɐb,klʌb
test_001376,dɛpjəti,depjəti
test_001377,səveɪə,sɚveɪ̯ɚ
test_001378,bʌtəmɪlk,bʌtɚmɪlk
test_001379,nəʊtəbl̩,nəʉtəbəl
test_001380,pɹəvoʊkt,pɹəvəʊkt
test_001381,sɛtʌp,sɛtʌp
test_001382,eləmənts,ɛləmənts
test_001383,jufoɹiə,jufɔɹiə
test_001384,ɹækun,ɹəkun
test_001385,skɔnə,skɔɹnɚ
test_001386,naɪ̯t,nɑɪ̯t
test_001387,fɛə,fe
test_001388,ɹoʊdənt,ɹəʊdənt
test_001389,spɛndθɹɪft,spɛndθɹɪft
test_001390,pɝv,pɜv
test_001391,ɹɪdjʉsɪz,ɹədjʉsəz
test_001392,mæd͡ʒəstəɹi,mæd͡ʒɪstəɹi
test_001393,ɪntɹədust,ɪntɹədjust
test_001394,bæɪl,beɪl
test_001395,bɑɹtɛndɚ,bɑtɛndəɹ
test_001396,dəʊtəd,doʊtɚd
test_001397,eɹəplæɪ̯n,ɛə̯ɹəpleɪ̯n
test_001398,æmbɪʃən,æmbɪʃən
test_001399,bɝɡ,bɜɡ
test_001400,dæɪnd͡ʒə,deɪnd͡ʒɚ
test_001401,kɜsɪz,kɝsɪz
test_001402,məlæsɪz,məʊlasɪz
test_001403,əʊvəwɛlmd,oʊvɚwɛlmd
test_001404,kləʊk,kləʉk
test_001405,pɑsəbɪlətiz,pɒsɪbɪlɪtiz
test_001406,fɛəɹeɪɒnɪk,fɛɹeɪɑnɪk
test_001407,kɛfl̩,kɛɹfəl
test_001408,kʌm,kʌm
test_001409,kotəsɒl,kɔtɪsɒl
test_001410,bʌd͡ʒəɹiɡɑ,bʌd͡ʒəɹiɡɑɹ
test_001411,stʌft,stɐft
test_001412,blɪŋkəɹ,blɪŋkə
test_001413,dɪɹaɪd,dəɹaɪd
test_001414,kɑntækt,kɒntækt
test_001415,aɪtəmz,ɑetəmz
test_001416,hɛksoʊs,hɛksəʊs
test_001417,ɹɒndjʊə,ɹɑndjʊɹ
test_001418,hjumɚ,hjuməɹ
test_001419,vəlʌpt͡ʃʊɛɹi,vəlʌptʃʊəɹi
test_001420,bɹɛdbɑskɪt,bɹɛdbæskɪt
test_001421,ʃɑɹlət,ʃɑlət
test_001422,pɹoʊl,pɹəʊl
test_001423,fɔltəɹ,fɔltə
test_001424,ənhəʊlsəm,ənhoʊlsəm
test_001425,kɒstə,kɑstə
test_001426,kɑɹz,kɑz
test_001427,pɔləsiz,pɒləsiz
test_001428,tɹænsfəɹəns,tɹɛnsfəɹəns
test_001429,ɛləmənt,eləmənt
test_001430,wɔʃɪp,wɔɹʃɪp
test_001431,nəʊblə,noʊblɚ
test_001432,slænt,slænt
test_001433,kʌstəməz,kʌstəmɚz
test_001434,makə,mækɚ
test_001435,feɪlændʒ,fælændʒ
test_001436,skɝ,skɜ
test_001437,klɑsɪz,klæsɪz
test_001438,foməli,fɔməli
test_001439,bəɡəʊniə,bəɡoʊniə
test_001440,ælbəm,ɛlbəm
test_001441,səʉl,soʊl
test_001442,ɪmploɹ,ɪmplɔ
test_001443,fɹəʊ,fɹoʊ
test_001444,ɛɡzəstɛntʃəlɪzəm,ɛɡzɪstɛnʃəlɪzəm
test_001445,wɑpɚ,wɒpə
test_001446,kwɔts,kwɔɹts
test_001447,kɛɹiz,kɛəɹiz
test_001448,lɒbstə,lɒbstə
test_001449,wɔt͡ʃfəl,wɒt͡ʃfəl
test_001450,ɪlektə,ɪlɛktɚ
test_001451,ɡæɡ,ɡɛɡ
test_001452,fed,fɛd
test_001453,ðɛəz,ðiəz
test_001454,lɑɹd͡ʒɪst,lɑd͡ʒɪst
test_001455,tɹæɪ̯n,tɹeɪn
test_001456,məʃinz,məʃinz
test_001457,kəŋɡloʊb,kəŋɡləʊb
test_001458,kɒndɔ,kɑndoɹ
test_001459,sɔtə,sɔɹtə
test_001460,bakwʊdz,bækwʊdz
test_001461,kɪlɑmɪtəɹ,kəlɔmətə
test_001462,ɔbɪfəʊld,ɔɹbɪfoʊld
test_001463,ɔlbiɪt,olbiɪt
test_001464,ɔtʌmnəl,ɑtʌmnəl
test_001465,ɑɡjəmɛnteɪʃən,ɑɹɡjəmɛnteɪʃən
test_001466,pɹəpɑstəɹəs,pɹɪpɒstəɹəs
test_001467,skɪpə,skɘpɘ
test_001468,palpɪbɹə,pælpəbɹə
test_001469,ɹɪkɝənt,ɹɪkʌɹənt
test_001470,foʊbiə,fəʊbiə
test_001471,əkjumjəleɪt,əkjumjʊleɪt
test_001472,ɹefəɹənsəz,ɹɛfəɹənsɪz
test_001473,hɑpɪŋ,hɑɹpɪŋ
test_001474,tɹævəlɚz,tɹævələz
test_001475,pjutətɪvli,pjʉtətɪvli
test_001476,toɹəs,toʊ̯ɹəs
test_001477,pɔlɪɡlɔt,pɑlɪɡlɑt
test_001478,wɜldz,wɝldz
test_001479,ænəlɔɡ,ænəlɒɡ
test_001480,bɑt͡ʃəlɪzəm,bɒtjʊlɪzəm
test_001481,tekstɑel,tɛkstaɪl
test_001482,pebəl,pɛbəl
test_001483,sæɪdɪzəm,seɪdɪzəm
test_001484,wʊps,wʊps
test_001485,ɪljusɪdeɪt,əlusədeɪt
test_001486,t͡ʃeɪnd͡ʒ,t͡ʃæɪnd͡ʒ
test_001487,kəmɑndə,kəmændə
test_001488,bɪtəli,bɪtəɹli
test_001489,bʌtɚmɪlk,bʌtəmɪlk
test_001490,oɡənɑezæɪʃən,oɡənaɪzæɪʃən
test_001491,ɪntɑksɪkeɪtɪd,ɪntɒksɪkeɪtɪd
test_001492,bɑd͡ʒɚ,bɒd͡ʒəɹ
test_001493,skaʊɚɪŋ,skaʊəɹɪŋ
test_001494,tɝbət,tɜbət
test_001495,ɡɑsp,ɡæsp
test_001496,oʊvɚwɛlmd,əʊvəwɛlmd
test_001497,ɪmpɛɹətɪv,ɪmpɛɹətɪv
test_001498,stɛɹwɛl,stɛəwɛl
test_001499,blupɚ,blupə
test_001500,feɹiz,fɛəɹiz
test_001501,smɑɹm,smɑm
test_001502,hjuɹɪstɪks,hjuɹɪstɪks
test_001503,blænd,blɛnd
test_001504,bɪɡæn,bɪɡæn
test_001505,pɝ,pø
test_001506,fɹeɪ̯z,fɹæɪ̯z
test_001507,hæɡ,hɛɡ
test_001508,ɪəɹɪŋ,iəɹəŋ
test_001509,əbæk,əbe̞k
test_001510,slænt,slænt
test_001511,mɛtəmɔfəsɪs,mɛtəmoɹfəsɪs
test_001512,əɹæɔnd,əɹaʊnd
test_001513,pɜ,pɝ
test_001514,baɪoʊdɹɔɪd,baɪəʊdɹɔɪd
test_001515,ɹɪdjusɪz,ɹɪdjʉsɪz
test_001516,bleəz,blɛəz
test_001517,æɹəɡənt,ɛɹəɡənt
test_001518,kɔɹɔɪd,kɔɹɔɪd
test_001519,dɛstɪni,destɪni
test_001520,kəɹəʉsɪv,kəɹəʊsɪv
test_001521,ænəlɑez,ænəlaɪz
test_001522,mɑmə,mɐmə
test_001523,kəlɔmətə,kɪlɒmɪtə
test_001524,nəʉtəbəl,nɐʉtəbəl
test_001525,tɜbjələnt,tɝbjələnt
test_001526,fɪlɪsɪti,fəlɪsəti
test_001527,fɜməmənt,fɝməmənt
test_001528,d͡ʒɛlətɒləd͡ʒi,d͡ʒɛlətɑləd͡ʒi
test_001529,ʌndəɡɹaʊnd,ʌndəɹɡɹaʊnd
test_001530,fɔməli,fɔɹməli
test_001531,kɑɹbaɪd,kɑbaɪd
test_001532,dɪə,diə
test_001533,ɪmpeɹətɪv,ɪmpɛɹətɪv
test_001534,tubɝkjʊloʊsɪs,tʃʉbøkjəlɐʉsəs
test_001535,ʌnfɔsin,ʌnfɔɹsin
test_001536,θɪk,θɘk
test_001537,pɪnkʊʃən,pɪnkʊʃn̩
test_001538,sɐspekt,sʌspɛkt
test_001539,ɛsɘnɘns,æsənəns
test_001540,fəɡɛtɪŋ,fɚɡɛtɪŋ
test_001541,fɔɹməli,fɔməli
test_001542,kɹæm,kɹɛm
test_001543,peɪtɹiət,peɪtɹiət
test_001544,kɒmplɪmənts,kɑmplɪmənts
test_001545,fləstɹeɪtɪd,flʌstɹeɪtɪd
test_001546,kɹɑsɪŋ,kɹɒsəŋ
test_001547,skɔɹnɚ,skɔnə
test_001548,nɒstæld͡ʒə,nəstæɫd͡ʒə
test_001549,stæɪkhəʉldə,stæɪkhɐʉldə
test_001550,pɹəd͡ʒɛktə,pɹəd͡ʒɛktɚ
test_001551,vudu,vudu
test_001552,dɑekɔtəməs,daɪkɒtəməs
test_001553,mɑkteɪl,mɒkteɪl
test_001554,lænjɚd,ɫænjəd
test_001555,mælkəntɛnt,malkəntɛnt
test_001556,ɪntɒksɪkeɪtɪd,ɪntɑksɪkeɪtɪd
test_001557,nəɹeɪt,næɹeɪt
test_001558,wɝkɚz,wɜkəz
test_001559,sɛkɹɪfɑe̯sɪz,sækɹɪfaɪsɪz
test_001560,mɐʉdəs,məʊdəs
test_001561,ləpel,ləpɛl
test_001562,ɑɡjʊmənt,ɑɹɡjʊmənt
test_001563,ɛmpəɹə,e̝mpɘɹɘ
test_001564,ɪnvɑlvd,ɪnvɒlvd
test_001565,pɹəʉkɹæstɪnæɪʃən,pɹoʊkɹæstɪneɪʃən
test_001566,θʌndəbɜd,θʌndɚbɝd
test_001567,həʊnd,hoʊnd
test_001568,kɒntɹədɪktəɹi,kɔntɹədɪktəɹi
test_001569,fɑtlɛk,fɑɹtlək
test_001570,fɛntɑləmin,fɛntɒləmin
test_001571,bɪɚ,biə̯
test_001572,sɪbɪlənt,səbələnt
test_001573,əkwætɪk,ɘkwɔtɘk
test_001574,pø,pɝ
test_001575,kənfjuz,kənfjuz
test_001576,pjʉə,pjʊə
test_001577,tʃɑeld,tʃaɪld
test_001578,kɒnsəkɹeɪtɪd,kɑnsəkɹeɪtɪd
test_001579,ɒnswit,ɔnswit
test_001580,melənɪn,melənən
test_001581,ɛɡzɜpt,eɡzɜpt
test_001582,ɐplɐʉd,ɐpləʉd
test_001583,lɜkə,lɝkɚ
test_001584,dɪleɪ,dɪleɪ
test_001585,blɑɡ,blɒɡ
test_001586,əhɑnə,oʊhɑnə
test_001587,tʃʉbɜkjələʉsəs,tjubɜkjʊləʊsɪs
test_001588,fɛstɪvəl,festəvəl
test_001589,kənfoməti,kənfomɪti
test_001590,enəmi,ɛnəmi
test_001591,pɹəʊkɹæstɪneɪʃən,pɹɐʉkɹɛstənæɪʃən
test_001592,mɪnɪməm,mɪnəməm
test_001593,lɔndəɹɛt,lɔndɹɛt
test_001594,nɒnsəns,nɔnsəns
test_001595,ɪmpeɹətɪv,ɪmpɛɹətɪv
test_001596,ænəɡoʊd͡ʒi,ænəɡɒd͡ʒi
test_001597,æŋkəloʊsɔɹəs,æŋkɪləʊsɔərəs
test_001598,læm,læm
test_001599,klɑt,klɒt
test_001600,hezətæɪt,hɛzɪteɪt
test_001601,ɹufəɹ,ɹufɚ
test_001602,ɹɪklus,ɹəklʉs
test_001603,kɒn,kɑn
test_001604,ɹimɔɹə,ɹɪmɔɹə
test_001605,bɑɹdz,bɑdz
test_001606,kɑntɹədɪktəɹi,kɔntɹədɪktəɹi
test_001607,kaɪɹəpɹæktəɹ,kɑɪɹəpɹæktəɹ
test_001608,əɡlɑməɹət,əɡlɒməɹət
test_001609,bæktɪɹiə,baktɪə̯riə
test_001610,flaʊ̯tə,flaʊ̯tə
test_001611,mʌɡl̩,mʌɡəl
test_001612,lɛŋkθənɪŋ,lɛŋkθənɪŋ
test_001613,skɜ,skɝ
test_001614,ɪɹɑtɪsaɪz,ɪɹɒtɪsaɪz
test_001615,nɛtɪzən,nɛtɪzən
test_001616,pəʊljəʊ,poʊlioʊ
test_001617,duoʊ,djuəʊ
test_001618,pɑlətɪʃənz,pɒlətəʃənz
test_001619,kændɪdəsi,kændədəsi
test_001620,hiliɛə,hiliɛɹ
test_001621,stɑɹlɪŋ,stɑlɪŋ
test_001622,junəvɜɹsəl,junɪvɜsl̩
test_001623,fed,fed
test_001624,lɛɚ,lɛə̯
test_001625,hɛzəteɪt,hezətæɪt
test_001626,juʒəɹi,jʉʒəɹi
test_001627,mʌðɚhʊd,mʌðəhʊd
test_001628,kɑmɛnt,kɒment
test_001629,koɹɪspɑndəns,kɒɹəspɒndəns
test_001630,kləʊk,kloʊk
test_001631,stændədɑezæɪʃən,stɛndədaɪzæɪʃən
test_001632,kætɪɡəɹaɪz,kætɪɡəɹɑez
test_001633,deəz,dɛəz
test_001634,hɔvə,hʌvɚ
test_001635,pətɪkjələli,pɚtɪkjəlɚli
test_001636,juui,juui
test_001637,maɪkɹəmitəɹ,maɪkɹəmitə
test_001638,fɹɛskəʊ,fɹɛskoʊ
test_001639,ɹɛpəɹtɔɹi,ɹɛpətɹi
test_001640,sɪkludɪd,sɪkludɪd
test_001641,wɪɹi,wɪə̯ɹi
test_001642,ɹɛd͡ʒɪstəd,ɹɛd͡ʒɪstɚd
test_001643,memwɐ,mɛmwɑ
test_001644,ænəlɔɡ,ɛnəlɒɡ
test_001645,skimə,skimə
test_001646,nidəlwɜk,nidəlwɚk
test_001647,boʊnhɛd,bəʊnhɛd
test_001648,ʃəʊkeɪs,ʃoʊkeɪs
test_001649,ɔtɑnəməs,otɔnəməs
test_001650,ɪnsəkjʊəɹ,ɪnsəkjʊɹ
test_001651,mʌnɪtəɹi,mɐnəteɹi
test_001652,ɹɛzəluʃən,ɹɛzəljuʃən
test_001653,ɡɑmənt,ɡɑɹmənt
test_001654,vɪzɪə,vɪzɪɹ
