row_id,text,batch_id
train_01588,"The Wag allusaii to' Wellygtia t nod Wash ington: The bistoltol later th ese, indeed The of ur o aoury, ilbblds a iontrast to the f dthe vicei .whic we lhve But been i dthe contmplation of 'Tru wl ' eU 'tacite .sorrow fbr the Kel great genius wblht4 and atiborrence of the i ss to For which they turned it. _i .1-.l trious captain apd statesmams 8 defqiated Napoleon's .inshaet in ti crase' of his country ani 'allies, and who ended by overcoming leon himself, it might not pe fit to speak in this *.Rf because though no one' can have iuat doubt who he would have acted in a like pose tion, yet he never had, the opportunity of declining an assumption of power beyond tlIaw. li4t in Washington we may 1 template every excellence, military Sel ands civil, applied to the service of his pm conuqay and of mankind-a triumphant eni wwaiaorg unshakent in confidence when He the moit sanguine had a right to despair, to a suocessful ruler in all the difficulties of |a course wholly untried--directing the motion of a new government tsr a great people; the first time b as an experiment had tt by man-i voluntVil. iosy retiring an f- rom wpjp  _ the venerationI of all pait , ti of all man kind, that the' tig. knmen might be o conserved, and thatt hts example might at never be ijppealed to by vulgar tyrants. Wi g It will be the duty of the historian and WI the sage, In all ages, to omit no occasion le of commemorating this illustriois man a and until the time shall be no more, will a test of the progress which our race at has made in visdom and virtue, be sa ,f derived from the veneration paid to the e0 immortal name of Washington. C The Time Fied--It is satisfactory v to the Second Advent people to know ri to that J. V. Himes, the leader of the o ot American flock, has made an agreement g of with Dr. Cumming, whereby the end of ,is all things, including the world, is to - take place in 1867. So long as these Ig two lights were at variance concerning c n? the time of the catastrophe, of course o he nothing could be done. Queer Dain'cs- A party of males I and females '(ere arrested on the ild streets of Pmouth, Ohio, the other day, the feaies being dressed in ' male attire, `(the men in petticoats. 1 ay Their object Ia to have a little fun. 1 r, T he Angel and the Ass-As a es, dandy was wending his way through wn a narrow passage he muet a pretty th, girl, and said to her: Len ""Pray, my dear, what do you call an this assage?"" as? t Sa m's sage,"" she replied. d ""Ah, then,"" said he ""I am like ed Balaam-stopped by an angel."" hly ""And I,"" rejoined the girl, as she of brushed past i , ""am like the angel- to stopped by an ass."" m- g A physician thus addressed a surgeon while in their patient's cham ber: ""You must not forget to phle e tomise the old gentleman to-morrow."" ""I won't suffer it !"" ried the sick man, in a fright. "" Don't be alarmed, ne sir,"" replied the surgeon, ""the doctor only orders you to be bled."" t;Oh, or for the bleeding,"" replied he, Sthat o matters little; but as for the other, I awould o Aie than endure it."") * Z- a -ning*) ·I ais p street, I W. $ROEiSE, Phoenix Co",batch_15
train_01589," 3 4Iu "" Keeping up one eontlu i.ue ' *'*+ . ,, ""oth, h Andnevereh . ah*te t This g""utg just to - Taking Hiht c h hedi o y A : . These are the features.Ef the That give o ren. rI.sfer its ep . 'But td bring us real, g Truehappiness,unml'dW Keep cool don't strive wealth too fast,: Fortunes quick made are to last. ' "" Mother, have I got any jz-< drend"" asked an urchin of 'eight  - mers. ""Whyao... Wheat vs t that l et your head, sly boy?"" - r Bee aso e l a `ie in a book to-day at sehoo iout t dren's children."" ""Heret iady, it yr child ip feverish, washhim'in Ice wtar, and put him to bed."" P Mr. Yates, who has been the@ Secretary of the Great Eastern Cpm- o pany from the commencement of the enterprise, is at present in New York. He comes to adjust matters in re r tohe arrival of the Great Esta :tAN OXJ, eah stamsip an e Ssa a tvessealJ~sg s , s o 'oner or slo p e fiatb ' 'gat la the r a .tr and Couenllof the City of Carrollde, That tis bcti nd is hereby m any the rWher Crfintmissakny to suer -vieary l the Port or Lsandng Sof this Ch, plant tie posts, direct pt steamboats and other vessels and all :o . water craft where to land and tie up d whethey are to remain at the Lauding"" for any period over 24 hours, and o . leot the charges hereinafter imposed on n all such vessels and water eraft. 11 2. Be it further Ordained, That each :e steamboat, each steamship and eachl )e sail vessel, ship, brig,schooner or sloop, each flatboat, keelboat or other water craft laying at the landing shall pay the City Ten Dollars per month; provided, that this section shall not apply to any 7 vessel or water craft making a tempg Sary landing for reception or disoharge we of freight or passengers or other pur at poses, and provided it does not apply to boats to be broken up on the batture. within ten days after they are tied up to there by any resident of Carrollton. so 3. Be it further Ordained, That the ig charges imposed by the second section ' se of this ordinance shall be payable in advance and to facilitate the matter the Comptroller shall countersign and de .os liver to the Commissary and charge he him with a requisite number of blanks, for the collection of which, the Com Ler missary shall be responsible; and forth in with after the collection of any of said ts. bills he shall pay over the pmnount ool c. locted to the City Treasurer and file the Treisurers receipt therefor, with a the Comptroller. gb 4. Be it further Ordained, That for any interference with the Commissary in the discharge of his duty as laid down in this ordinance, and for any all neglect or refusal to comply with the direction; of the Commissary as ex pressed in section first of this ordi e nance, the person offending shall be liablE for and pay a fiae of $25. Re she coverable before any court of compe il-v- tent jurisdiction. 5. Be it further Ordaiudeu That in cases of neglet or refusal t- pay the ba charges imposed by this iinamo~ un within 24 hours aftee demeun t.o cases of fineas lasedl as pet ,, the ",batch_15
train_01590,"_ -- - ' CA RIIBOLLZTO.N - J\ ( IA ."" j \ "" -4 1 ' """" ..... -"" L . 1 I I, .- .T-· I : "", z,- ,. . -,L- .... l·l.t 'inu < I Srk , • SVOL. III. CITY OF- CARROLLTON, PARISH OF JEFFERSON, LA., WEDNESDAY; APRIL 24, ",batch_15
train_01591," th iil''r ! , i - "" ,v*tI .t If tl . , ' a t o r . il I Io -' : ' ,i ' l ' II l ir i' iI 1 tti.' I.t. !', k I. U'll i. .' I' , "", 1 -L l ll i ""1 fl l""' it* -ilt) '"" All l, t1'' 1"" l d fli'ii r : S 1 , ,,, t: 11111. h ,1 1 l I ,~1 1 . 1. 1 .5 "" , i i t. l t . 1 ti lt , *. . l t ilnt . u I tl l 3 11.1 . Is 0I ... .. Ottlil t.2 ' li 7 do * 1. "" 0tI 1 , t lt:r , tlt.4. , t t l l 1. 111 .. t I) )I. It o . 4 1 t. i "" :; .)lll l. :i ', )I )I: - I l ll' nt""+I :· 9 do .. . . , ( ....... o1o0......4 5nti .IO ...... 2 1 (h) ...... 4 I(t() ...... 1 ()I) ) . .. 4 ...... 'i. Il..... 15)() 7 do ... t t.... .. 55 lt ...... 5 O0 1 do ......... 3.J ( ...... (1) )0...... 45 oil 12 do ...... 00 ...... 5 00 ...... G0 00 For Sttt)I ' 0 . ............. ...... $10 00 For 'ir h Otie , t ...... .......i...... o 00 For Town or City es",batch_15
train_01592,"l""enca th (7olumbia's uky ! Proudly her hills of Ileedom stand, ti 1Her plains in beauty tie. t Her dotted lields, hr traversed streams. Their lllannual ealth renew. Land of the South ! in brihgtest dreams No dearer spot ""e view. 1~1en of the South ! a free born race, u 'They vouch a patriot line ; Readly the foermain's van to face ; And guard their country's shrine. By sire a'nd son a haloing light Through timne is borre along : They ""nothing ask but wlhat is ri6ht, And yield to irotlhilng w+ronir.' •Fair of the South ! rare beauty's crown Ye w'ear with matchless grace ; t No classic filir of oil renown\VI Drrrvew a higiher plat e. Your vestal r!,('. niilr iecoieec Thie palace atrl the cot : ,VivS, mothers, ! tuihte(s I every honme Ye make a cheriihel spot. Flab of the ý,uth ! A , ', tlng its tilds I'pin rh,' rr Ir, te knril rnczI. ; Emnll,'tm ,i r 1irea;l to ytrant hi ,lds ()f l', (len , (en i ',:t"" C ti - Forever it:( it . it'als rrn 'triles In clh :,M!., ý glory wa.n, ; 1le 1, siho, .0u, I -,Iwm-,' eu. type, Sl e IV'i' l I r r .' I l i ' ' t l 's hl : i Irieo ef.i fa ' t have ir C Nor t orant b r i r i t r T h'n ir i til- e I III e Hi -ea toi 1' t . rr' rrr I .I I I' C rtlr I . (I i') , I, , nr 1 r iirt arl . ( i',I! 1"" fl r er '.t r ti r I. tl I Gliarr, Trtn ,'-elrr ict h ] sIn alt, ' ill atr r I o i ljtr t) II I ""r ii i tI I Ve ,(I1r t alila tli o'er It, siurn s. !, t T he i , litark ot tie r. re 11'1, 1)rtu, ,lo / .I1' ~'.s. L. -! I i a ti ri 1ninj n f j - - ti lto i i , : r i t r,._ .i.. . b te ir l: rr'. I' . :' i , v , 1t n- 1 i . : . I,,e I r r .",batch_15
train_01593,". ""ll It was a nii.it of pitchlly darkness. l At four Ihll. in the first watch, not a ligfi breatlh o air was moving, and the Pan drinche ,il,, w\vet by the afternoon for ol, (evl.iL"" vrains,ilit l:anvily fromnltic 1 vards or tlal*[ped a.t'. inst the lmasts and seer vi-. ilN. the ship rled l:i:ily (on the the b,,\-, ,1i.g e ofI thu lPacific Jus l. A a1,111~, r ,f days h::l p' ,' 1d w'1' li, iuat :n ll h ,u-rvain l t the a1 orI lthla -tolr's. 1,1l t1e."". h:ut to rlls i,v ""eal un rk,,i tut .' nl wvr l ut,. thliritfre, ligl sile of th ir hl:titlut'l ()I-r longitile. i e 'I'l y uigfit il' ntearer danger than tlhey dep li F 211.t Wle TI""'l, ei:ltain lhad ieone hbelow at eight, Iuol Iut ''liiig ttililhl abloutt the porten- thi ttl,, 'rannce oif the weather, was lig unl,. 1)it -,.,p. and was on deck again i f walki;n' 0 n, .'-uily ftro a1111 aft, nliw of l,,kin'. ,n ilthis stide and llt 111, n the' o tlel sii,' I' the q aitrterdieck, tlun aft' fro tlhen at the, colp..S, and th1,n at the wit Iart-,ili't1r w ichtel hl itg in tilhe cabin Houndl and ronld went the ship, hcedless of her hIea., :a, tt'he mrcury not tchl ithe -a!u' t:ae it Iad t,hl tfor hlours inky Iac s met their straining tli gaze e erVl whleri'. Thus ltatters stood till six ill -, w\h\ln the Mercury began Cri to fall stihllenly. 'ihte luick, jerking v ie,' if tii- ('lptailn was thi-n heard. SMr. Snallehy, yinu may take in the c liitl sails.' ' Ay, sir ;' and stopping to the to a iimlnist, lie called out, 'Forward, 'll tilere ;' and was inmmtediately answered, th '1 '"" i'arld, sir.' 'Stand by the topgallant fo: antd tlying jib lhaulyiards.' ti ii a imoment lie heard the report, il 'l h l , sir.' Si.et go th' hltlyardis and olew .down f 1,""t , , the :- ''ets 11.11,1 ce .w u1p ; that'll in io: I, lay all; now jiin1p ,p an.i furl d( tlhem : he lively, bIds.' l'tliile this was going eln the ealplain i ti,, amnother loosk at the ,timuniwter,iud h foulnd the 'nu-re',ry still going dowwn lifast. Th'litorou""oily arotsel li1d I ln - h (1' (.au.ht his speaiklillng tlumpet f'ro the1 1w,'..k,.rs. aid stun, out. ""Hl dI,1 ot , there ""n!! :til hus.' 1I w l ...n., thew l,,n In i ' : .. t, .; [ la s- olua , lute I t t ..' - I Si t I : hr y",batch_15
train_01594," thie than wholo broadsides from a hundred I a1un ship. the wholo heavens were on lightened up with a fieryred light; the pit( ocean was stirred from hee profound hot depths; great waves, without any visi ind ble cause, ran in the mnst awful com- an( miotion, now striking together and his throwing the white foam and spray ant high in air, then parting to meet again sqt in fearful embrace as before; a school gle of sperm whales ran athwart the ship's bow, making every exertion to escape poi from the strangely-troubled water, within a few cable-leogthls of the ship lan inUnense coluuin 'fwater was throwli masthead high, and fell back again with co a roar like Niagara; a dead mournful Hi noise, like the echo of thuader among mountain caverns, was constantly heard and none could tell whence it came; the noble ship was tossed an4"" shaken so like a plaything. p u ' Great God have %  upon us!' gl. cried officers and mner o hat is this ? sa \What is comning next? Is it the day of pc judgment ' The royal Psalmist deos cribed them accurrately. 'Thpy reel fe Sto and fro, and stagger like a drunken 87 man, and are at their wit's end.':.. Soon is the mystery was solved, when right be. cc Sfore their eyes, about one league fronm. them, them aroso the rough sides of a at mountaii out of""t1he yielding water, at and retired thighhetii.in the air; tl:tin from its., it flnmleoburst forth, and pi nmelte4d ra' like ai river down the fe Sdeclivity, and fell like a cascade of ti flame into the seething ocean. It was a birththrit.oIf nature, and ,an islandl was '1 Sburn which was liles i1 cirecti';fet once. a 'I'wo years afterward I sailed right over tlat place, but the pla(cid iwatii av- no intimation that gt J l:ol a ' I1 l h d lb . tihere : yet ti) l1,in, has "";dil : that It wv till, dleath ull n 1 !,, iall d,f i'at I la l I hi 'lia ') l ,irti ' I have thill- :,i l II,. r T1'I: y that gt tllwn to tiel , t:'. il l ii il that do busineS ill till,' ,retat w t s , tl i l', I' s, th,' w ,rkI ,lf the I- , .itd ""h lli. `:u Ih ,'. i ll . 1 4 Shl, ,II. I I t r,1 *,tl i.ti. t iy .h, I r ml it li ..k ln . l.i te . 1 11 h ;.:. ; 1 -,' il i, i"" II I t t . ' ]i l t al h It I St 1 ; , tht- I hi ell , .. hiltid ; t', - . I ;I y. uthill"" ý pir. to) t il),ýt' I n, ,,I' it s,, , I .. . I tl ,, jta ti: I I i "" l l: ~ s t l l - :i l ,.ti IttI: \'u; - i- . ""! i t. n 1 . ý ,, tI I "" v . Ii ttll -;t1m ! a 1 , 111 ~i,.- }"",r' iii, - ,, ' r y. ' ¢ 1",batch_15
train_01595,"the lattor part five of Novembher, a tall, guttit, qu(oee - itll looking clustomer, dlressted ill IluIt coat t111 and brass buttons with vollow stripled ' pauntaloo)ni, and eJil f-ski.. terlminatioln1., sat solitary and aitttlo in a little rmool, '( situated in a certain little restuaranut in Who this city. pIne' Before him was a little round table l on whose marble top was 'not a little' 'S pitcher of smoking punch, screeching malnl hot,' and a wino glass. The solitary and t individual was York- nothing else- poer and that was his second pitcher-nigh 6V his second empty-One minute after risin and ho couldn't-fact, you soo---have .l squeezed a drop out of either pitcher or ."" glass, by a hydraulic press. fork York rang the, boll. The waitor wan popped his head in at the door. a p 'Ring, s . 7' witt 'Of course I did. Is it clharin off T' 'No, sa-damp, sa-fog so thik you ' could ladle it out with a spoon, a. eeoo tHave anything, sa1' loold 'l~Iore punch, and strong.' Al 'Yes sa--immediately.' see The waiter withdrovw, and in a few. '1 1 seconds roturned lith third pitdher of the punch, and York waas beginning to fool thea glorious, when, on raising his eyes, he Onc saw nis-ewn Agure in a pier-glass o) you f posite.- He rubbed his oyes again. mo l'By thunder !' .aid he, 'horo's some whi 1felow 'sittirt* 'right before mem I'll swear th eo'impudence ftr yean. This . is a private roatm, sir, for my solo ac- A'n oommod1io.""' . pr t, 'He wraitod a minute, expected man ing a answer,' but his retloction only started of at him, and hold,its peace. . e 'I was sayingt. sir, that this liA my or d private roodn--natheo, sir!' , crie lYYork, Il' e fetching. his. voia a odtar highlv1 if than it was before: tll a No answer. and hI rang furiousy.-- do is 'le waiter soon made his alptprn1ilnee: All again.Ii ' ig,  sa?' t S`'Y0s I dild r1111g. 1 )ilhl't I ask for r a p l r i v a t o r , ,,n a l .,v , y s,:. oa; this ia lnrivate lro 1n.' 'It i. ? <<hy'l, th't1'i' follh w Titli ling i. 11:_lll1 , 't1, ',- ' I11' 1w V , ,n 111the ,Mtler 111 i, . 1 f1"" t,. t11 1 , . H l t his im ol,',h qn,, .' 1o ' h'it, sa--ellow, n Il t t, I' Y1 'it's, there ist. W\VI, .ist, never 11 il . )'ri .rink i l i' 5 >l>r I 1i.· ', nlllgh i, a ;; o ' t,- 1h pit:h'r w ith tw,, 1,. , , 1,: H 1h, i"" the Iti ' \ \'ill y,,u drink !' :11 1"" n ',"" .-""illl ' "" the ti.,r, il the I l.t -. ' `()i , vu won't. 1 .b !' \\ 1 ;1, I",batch_15
train_01596," itg About fiive minutites stllliced to udl t it pitcher.-- York ramn the Itil sups fluous. 1V tter c:tu'. 'e',rtt y. VWh shouldn't I 2 WVhoro's i a vt a ho t -koopoa' O pine(, !' "" . - 'loss, sa ! I'll see hinm, sa.' 'ShortJy after, the host, a quiet little manl, with a mottled, calico pattorn ftheo andW a shiiidg bahld head, made his .apl 1ieiiance. )Olil'nlcc', 'WV-what's to pay ?' demanded York, rising and assuming an air of dignity. 'Fivo.punches-fivo levies, sir.' 'There's the money, sir,' said York, forking over thdaoin. 'And now I want to know why, when I c-c-call for a private room, you put nmo in hero with sormdoody else ?' 'TlTore, nobody here but you and I.' 'Nobody ! Do pou think I can't see ?--D'ye thlnk I'm d#ink'7 Thlrcj look tharo ! TWo of 'em. jgo.' ""Well, sir, I.,$Suit oo , I canes see but us two! 'You can't ph1V Au? 'rag tie landlord to the talpi 'Look thq then, ; there's the' rascals still. ,in One of tem is enqgtagh like` 'outo a your brother-and th-te o~her ,'s most God-forsaken, taclane-goo white roan that I ever s~w !' , Stepped."" Up to ithe Captain's qOfled."" . - Amnong other miecdote gf the first ex,* l)erinmnts of RtohelFultoni, the follow Sing i.ftons the pen of R. N. Ilaskoe, I ut lf f'alo. : ' Some t weal y-five years slno' o or less-- for I cannot fix the dato with snoil' certainty- -I tformlO, a. tryvoling nei ilitJ atiic:o u l),,n stetnboat on o I iusgeaon ritWvniithl a lftli.mnan,l lfrl i - that ocaiioln related to me tonio0i -ent,' ,of the, first vo,,s ""' of ,1',ltot: t,ý? o Alhinsy on his teanti twºi .thIfe terlmna wvhitc 1 ~svcr met wivillh oltewhero. '1 ch'nc'l,,' 8aid siy 'tni'rator, to Jpo t .\1hiiut, on h,, in,,iu, ,,hes t I',,ton, tr arival tihrre in hIts uhuadl of eft. wihic'h Iiv'i r yi'""ly felt, so nicil inte~nIst ill s ill;. I;, illg rlian, to le""Iavo, ans . h, liin; Iln tl his sriat', wv  ~ i $ ru ,lli'1 to N, w . , ~' k, I rellirl lII t lrl l d i .in , . , ,ir , fsr 1 r. I'sto', . I wits ruferr l .' I ; .al"" in. c a nd h,'r,, I , roun a plhin, 'iiiin sisiftl :ly siils, wlilly llOne, antl5 r "";  g. dtl i wrxiting. •M r. I,'nit1,, I p sl"""""" 'n .' , Y,.. sir.' S), you retrn to Nv Yorklc in 1lli 111 ,,n:It .º' \ \, \ lmihll try to get back, fir.' I ( S I ,tv,; ; p:1i:ta!f;i, i ,Iow1 ', 'to ,, .n I:tol y iur chanrlc witly us, i r.1 i  i ,"" 'I . ,,: n ,,n t t,+ 1i I ail , il i fl,. : I ,; :t' t, II,. t it t il, n , it ? tin , I thlini., -i., I lll:,r. , ,v;as tmln d. '1'1111 lit nt i , ~i , It I l l ill hi is , smsl, and II IVh 11i il ll :i111 ,""v1 ]i , I .,:1 it I ,t tir llt"" ~,ii  f ] n ,ti,,{,! e that I h ,l , ' ,, I tlI , Irti;lt. ,, :1 ,I  fb 'o'iu , a dttt til 1,, t l im , ""'i., d lt.l Iri; ,i mi ! i'If.is rol , +l bitn is t'x 1In • r, , I ,. : I ;t h ' I ,,lk lp :It nt , t , . I mIII in his ey "" 1,.1 ~ ~ 1111: i , "",:{ e ' u ,I I :""- 0i I """"tsH1 11, ..', . I t 1 I,11 1 '' I ' %V ;1 lilt '. : i - c ,111 I, :t: , .t 1 ~ 11 "" l ,, . i: y r - . 1, 'i1 I , , : , t , , 1 ,~11 t..al 11i ' , ,' , i "". . .. i1 , , ;1111 I~ .1 ' I'. t,; ,""~ 1 .",batch_15
train_01597,"chit ParIis, La. GS-. W_ 3Lf tL(ToORBZ37, Editor and Proprietor. TIEEMS o ( il NrIwFRiPThW. biw rally, ol c~e your )............................ ,i, OOd 1)11"" ."" qxly. . a1\ 1111111 .............. ... ...2,00 AI).ANC'E IIATMn9 t / 1r .v MIXy, on To a . . ...... ...O5 1n1"" ..1py~, RLX nionthll ......... ...",batch_15
train_01598,"TISTS. Dr. '. Y'. Rlchardsom. I ) II Y SICIdA Surgeon and ObstotrIcian. (,llicvit at I)r. Calder, ood'ntc old stanld. Sipc Sifl ,ttC'it.ioi given to Chronic Hurgi ,.;I n20:ly Dr. I. C. Strothle F) B 1,.1:5 his prfcf itonfal sorviocf to the citizioni of Monroo anl vlelnity. Ofth.o o her thn storo of 8urglmnor t Mullint Grand Street. At Inight, Can) 1)0 IbIInid at the roai jok e of Mrs. Wairliold. Fob. 5, 1570. ut5) !( J. eAII.DY.X«OCOn. Dnl. THOSi. Y. ADY. Dru. (' nldettrw od & Aby. M0~iO.-o, LA. () ltiE'E hi oroar of illrohardt's biuil",batch_15
train_01599,"': MOCltAW, I) I N I S'r nroe, I.t. l lii' over ('appt. (;torge ('l:'hanborkainu'.. sLtore. Weol haven lie miocd ilri immIfmr'vmimeiHi in tine profossiof. Once. or the 4 c.:h n 1t) bo fouul nt tho offimO lit all Uoln 'y 11, 1H7I. 21-ly J. I). MILE·1S &· J. i. ASUEIEWI DENTISTS, ti,. 12-7 1WasIIIImgt4n Street, Vt('tS~II'lllt, MT$141. Jim l",batch_15
train_01600,". -MOL:Ot:N. WV. WV. FAIltt:I1. Morrisona & Farmer, . 'II INEYA' AT LACV, Monroo, La., wvill lpracti'o in the (outrts of the Pa rilh"",. of olttlclita, Morehouse, Richland, ,r""tktin ti atd (Caldweil, in the Supronee '""iurl, altd in tho United Stttes CGourts.. I' il ;io attend to all lbusinIsRR intrusted to :,tltl i tih,- Sate and Federal Land Offices. l41v3 :. I. . cO efR. Ntlabbsh at Cobb, • iiI'Ol.'.y AT LAW, Monroe, La., t'or:r:tit'o ill tho ('ourts or Ouachita, 1.\i ,'r h,.Iho, ii'.hleuld and Madlison ptrishes, ul.i it tithe intupromiO ('ourtofthoStato. vi-32 St, TI!I-SON. J.. P. M'RNERY. I:i(;iharrldeol dT ~Enery, 1't'(trlNEY i ATr LAW, Monroe. La., Slirtc'ti.tn in all tho Parishes of North '.,ittt,~iii i1 h Stipr'ttme Court at Monroe, t!' It""t'ulder: ('otnrt, atlld ill the Land Office S .lna·r-tmleltt ~ t"" l o ti(neralt l (Go e-rn nment. nl1:tl ...IIA ,.iti.:TT. 'FRANKILIN ttARIIFTT. tatrrett St Garrett, t it'!NElYS AT LAWV, corner Wood Stttl , .St . Jo Streets, (opposite Record Sn'tie>, Monroe, la. ,n. 1, 1571. ly .,n.1 7 1t:NI.tl . . 1. M' R)II:RY. J. St M. D. 'McEnery, T'°1'tlR:N'EYS Al' LAW, Monrooe. La., Stra'lticoi i lthe 'Parish and District t""ott' of (olltOahlilta, Morehollse, Franklin, li.ihltand. I'aidivtll tinid (a:ithlmuht Patrishes, in lth, Supremno Court at Monroe, and Uni ! e I s:t ls t'cltrts. l;Prticular attention paid It, htit-nns int the Land Ollee Departlnent ,f, lt.h' ;eonerttl (lovcrnnlent. 1l7tf A. L. Nlaek. ( 'LI( ItN EY AT LAWV antd Cotnnis 1 cinn,,r fo r 'Tlx(a. itliio Wood Street, Minrto, L.a. lirottlpt attentlion given to col . etin, in N'rith t.oiti itlita. Aug. 21, (35.5:17 Jlalnaes ''. nttrotlelar, / 'l't';titNEY AT LAW, General (olle It r aond tittnl Eslatte Agent, M3onroo, i..  )lii n , opl,posite . laht i h- ;[nst o)rnlor of the .,rth.o sliart. Ja:t1'n19-ly Ja'.. 4'. Drew.  t l I, i'iIFF Ni( Atli ENT. (0niil', ,Motirtdll, i ...., with A. I,. .. Sluatl, 1q."":; ''relltou, i,tis . I la i t lifi'r & "" l e ,. ;u ire. . .l;l .llut . -ry 17 1(47 I. I lll:1y Frannk Y. Moore. )Ali: ' I1 1 I 'IL I tYI n'Y lt titr o f aehita, and ctii . ill c ttil d titi tiitot""y buesinots in thi( or .• ji,, i::t I'::ri Iiht. Ph arties wishing to 1el lr 1 i:rl (I t:ase rIdL o:etat in this setioln will rirt it t, their intoret.I to ttaddre",batch_15
train_01601,".i. 31. 1. Lewis, Proprietor. 1,,.l r Mr. W'um. Lowkc. W110 tmnN twenty limo \-ummrme' e,OtinttkluOu expoeriOlwo in the W\ cll-rc n.liitfltc , oenttv kept, mind nllltlir'.1 with ecxee·lontt hkidiA nnm tni,o-fare, tilse I~cn\ri Ilc~i p... lom':mted nr the whiil :u I,: ne'e going;t' c awl emminpx h I 1m..rt .timonmi. . -.,oniidmi'ittV reeolll ttniiede to the t r~velimlg, immhlit. I,-ti'let Immotel. raI., 1. 171. n2:1V '0mWil~itlI g toI vmvtti' lmemoNtmsteii e rcl~ I\nt ,'m-,imom ..y: ~vit 1 miit incumrrming ae c ,ietinmc or it'g to New h)m-ctnmm, msmn 1 c ti mm umlli umt.tlOibdc to lv uipplyinig ,othr It, jim'nomi or by iie? I'r to r,""t.1. 1;n. 2:humm I .r r~~~ 1 outlmhirtI :ti?., Monroe, I.a. J. L. iunsickcr, Proprietor. {{ l iii 'It t ,.'um .htmit the ii itmmIrv lmmts ý i1"". idii mi rtiiruiiiruI,e 10i11 in ,,:nt~ic""in very dimrtu t. The r i t~totk. al e to:,mmii't t, 0 w ro ua o rav - r tt -ith1iiirtpaltriiliimi'. April 212, t). tv 14 t . t.\Ct i · r. Ii,. l -iY'mtN . '11mM 'a f IM· .+ I ,I N iii mlt ANI?.J~I1t1iItmN I ii 1I ti , l",batch_15
train_01602,". MONROE, LOUISIANA, SATURDAY, FEBRUARY 25, 1871. NUMBER ",batch_15
